,Reference Number,Easting,Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Sex of Casualty,Age of Casuality,Speed,Type of Vehicle,Casualty Severity
2015,110463562.0,436083.0,435601.0,1.0,2011-10-09,17.0,0,3,4,5,1,1,37,5.0,2,2
2016,110464276.0,426357.0,428166.0,2.0,2011-10-09,20.0,2,3,2,5,0,1,60,85.0,2,2
2017,110464245.0,428040.0,435919.0,2.0,2011-10-10,9.0,4,3,4,5,0,1,36,80.0,2,2
2018,110464428.0,430670.0,436795.0,1.0,2011-10-10,10.0,4,3,4,5,2,1,64,15.0,3,2
2019,110465117.0,432096.0,435459.0,2.0,2011-10-10,14.0,2,1,4,1,1,0,22,85.0,2,2
2020,110465493.0,427016.0,431793.0,2.0,2011-10-10,8.0,0,3,4,5,0,0,38,99.0,2,2
2021,110466100.0,434413.0,435371.0,2.0,2011-10-10,13.0,4,1,4,1,0,1,75,80.0,2,2
2022,110466425.0,431884.0,435061.0,2.0,2011-10-10,17.0,4,3,4,5,0,1,41,95.0,2,2
2023,110466312.0,427032.0,431795.0,1.0,2011-10-11,9.0,0,1,4,1,2,0,29,65.0,10,2
2024,110466980.0,429143.0,433838.0,1.0,2011-10-11,19.0,4,1,2,1,2,1,27,20.0,14,2
2025,110467017.0,426836.0,426642.0,2.0,2011-10-11,18.0,0,1,4,1,0,1,33,15.0,12,2
2026,110467837.0,432706.0,438244.0,2.0,2011-10-11,18.0,4,1,4,1,0,1,81,80.0,2,2
2027,110467370.0,430873.0,435047.0,2.0,2011-10-12,6.0,0,3,2,5,0,1,49,5.0,3,2
2028,110467575.0,430845.0,434038.0,2.0,2011-10-12,9.0,0,3,4,5,0,1,38,55.0,3,2
2029,110467575.0,430845.0,434038.0,2.0,2011-10-12,9.0,0,3,4,5,1,0,55,95.0,2,2
2030,110468761.0,428687.0,434942.0,1.0,2011-10-12,19.0,4,3,2,5,2,0,22,85.0,2,2
2031,110468768.0,424292.0,429284.0,2.0,2011-10-12,19.0,2,3,2,5,0,0,26,85.0,2,2
2032,110468768.0,424292.0,429284.0,2.0,2011-10-12,19.0,2,3,2,5,1,0,4,5.0,2,2
2033,110468768.0,424292.0,429284.0,2.0,2011-10-12,19.0,2,3,2,5,1,1,5,45.0,2,2
2034,110468768.0,424292.0,429284.0,2.0,2011-10-12,19.0,2,3,2,5,1,1,35,45.0,2,2
2035,110469895.0,432681.0,430465.0,2.0,2011-10-12,17.0,2,3,1,5,0,1,23,55.0,2,2
2036,110469204.0,423682.0,438138.0,1.0,2011-10-13,8.0,4,1,4,1,2,1,14,45.0,2,2
2037,110469220.0,432071.0,431096.0,2.0,2011-10-13,8.0,0,3,4,1,0,1,16,80.0,6,2
2038,110469254.0,423285.0,434644.0,2.0,2011-10-13,8.0,4,3,4,5,0,1,50,99.0,2,2
2039,110469587.0,429825.0,430666.0,2.0,2011-10-13,7.0,0,3,4,1,0,1,28,20.0,12,1
2040,110469607.0,438846.0,446350.0,2.0,2011-10-13,9.0,4,3,4,1,0,1,37,20.0,2,2
2041,110469607.0,438846.0,446350.0,2.0,2011-10-13,9.0,4,3,4,1,0,0,42,20.0,2,2
2042,110469746.0,432370.0,433707.0,1.0,2011-10-13,7.0,4,3,4,5,0,0,20,65.0,6,2
2043,110470318.0,431579.0,434392.0,1.0,2011-10-13,16.0,4,1,4,1,2,0,13,10.0,2,2
2044,110470384.0,435304.0,435121.0,3.0,2011-10-13,18.0,4,3,2,1,0,1,23,80.0,2,2
2045,110470384.0,435304.0,435121.0,3.0,2011-10-13,18.0,4,3,2,1,0,1,20,60.0,2,2
2046,110470785.0,440507.0,429025.0,2.0,2011-10-13,21.0,4,1,2,1,0,1,23,5.0,6,2
2047,110471480.0,424816.0,443243.0,2.0,2011-10-14,11.0,4,1,4,1,0,0,81,99.0,2,2
2048,110472002.0,427320.0,430255.0,1.0,2011-10-14,10.0,4,1,4,1,2,0,5,10.0,2,1
2049,110472029.0,430788.0,433473.0,1.0,2011-10-14,18.0,0,1,4,1,2,0,32,60.0,2,2
2050,110472428.0,426520.0,427468.0,2.0,2011-10-14,23.0,4,1,2,1,0,1,53,35.0,2,2
2051,110473069.0,443346.0,438966.0,2.0,2011-10-14,18.0,1,1,4,1,0,1,71,25.0,2,2
2052,110472893.0,433869.0,434081.0,2.0,2011-10-15,11.0,0,1,4,1,1,1,1,45.0,2,2
2053,110472893.0,433869.0,434081.0,2.0,2011-10-15,11.0,0,1,4,1,1,0,41,80.0,2,2
2054,110473865.0,427260.0,435754.0,3.0,2011-10-15,20.0,2,1,1,1,0,1,30,45.0,2,2
2055,110473865.0,427260.0,435754.0,3.0,2011-10-15,20.0,2,1,1,1,0,1,40,65.0,14,2
2056,110474401.0,435545.0,438368.0,2.0,2011-10-16,10.0,4,1,4,1,0,0,43,10.0,2,2
2057,110474401.0,435545.0,438368.0,2.0,2011-10-16,10.0,4,1,4,1,0,1,63,15.0,2,2
2058,110474537.0,442735.0,431686.0,2.0,2011-10-16,9.0,0,1,4,1,0,1,28,70.0,9,1
2059,110474594.0,425165.0,439406.0,2.0,2011-10-16,10.0,4,1,4,1,0,1,38,85.0,2,2
2060,110475724.0,430638.0,434237.0,2.0,2011-10-17,9.0,4,1,4,1,0,1,40,25.0,12,1
2061,110475933.0,430044.0,432652.0,1.0,2011-10-17,8.0,0,3,4,1,0,1,45,55.0,4,2
2062,110475933.0,430044.0,432652.0,1.0,2011-10-17,8.0,0,3,4,1,2,1,26,15.0,4,1
2063,110476562.0,431884.0,435073.0,1.0,2011-10-17,14.0,4,1,4,0,2,1,37,95.0,2,2
2064,110477073.0,435304.0,435119.0,2.0,2011-10-17,20.0,4,3,2,4,0,1,40,45.0,2,2
2065,110477073.0,435304.0,435119.0,2.0,2011-10-17,20.0,4,3,2,4,0,0,41,20.0,2,2
2066,110477710.0,436187.0,436819.0,3.0,2011-10-17,14.0,0,1,4,1,0,1,50,70.0,11,2
2067,110477710.0,436187.0,436819.0,3.0,2011-10-17,14.0,0,1,4,1,0,0,34,80.0,11,2
2068,110478266.0,430491.0,431631.0,2.0,2011-10-18,9.0,3,3,4,4,0,0,27,70.0,2,2
2069,110478535.0,424059.0,431493.0,1.0,2011-10-18,18.0,4,3,4,1,0,1,31,45.0,2,2
2070,110478567.0,428244.0,432831.0,2.0,2011-10-18,19.0,2,3,2,5,0,1,21,15.0,10,2
2071,110478915.0,430694.0,433648.0,1.0,2011-10-18,9.0,0,1,4,1,2,0,75,5.0,2,2
2072,110479402.0,431064.0,431243.0,1.0,2011-10-18,14.0,4,1,4,1,1,0,60,25.0,1,2
2073,110479407.0,421382.0,440153.0,2.0,2011-10-18,7.0,4,3,4,0,0,1,40,5.0,2,2
2074,110479407.0,421382.0,440153.0,2.0,2011-10-18,7.0,4,3,4,0,0,0,50,70.0,2,2
2075,110480149.0,430087.0,435418.0,2.0,2011-10-18,21.0,4,3,2,1,0,1,37,5.0,2,2
2076,110480149.0,430087.0,435418.0,2.0,2011-10-18,21.0,4,3,2,1,1,1,27,10.0,2,2
2077,110494670.0,425128.0,435544.0,2.0,2011-10-18,18.0,4,1,4,1,0,0,50,35.0,2,2
2078,110479849.0,428933.0,429860.0,1.0,2011-10-19,14.0,4,1,4,1,2,1,55,45.0,2,2
2079,110479849.0,428933.0,429860.0,1.0,2011-10-19,14.0,4,1,4,1,0,0,56,95.0,2,2
2080,110480064.0,430359.0,434442.0,2.0,2011-10-19,17.0,0,1,4,1,0,0,43,25.0,2,2
2081,110480249.0,430564.0,432704.0,2.0,2011-10-19,19.0,0,1,2,1,0,1,35,45.0,12,1
2082,110481224.0,420636.0,441200.0,2.0,2011-10-19,13.0,4,1,4,1,0,1,65,15.0,10,1
2083,110485898.0,426384.0,438072.0,1.0,2011-10-19,8.0,0,1,4,1,2,0,40,55.0,4,1
2084,110480969.0,433441.0,434032.0,2.0,2011-10-20,8.0,0,1,4,1,0,0,21,15.0,9,2
2085,110481144.0,431348.0,432372.0,2.0,2011-10-20,9.0,0,1,4,1,0,1,22,55.0,9,2
2086,110481857.0,428836.0,434631.0,3.0,2011-10-20,17.0,4,1,4,1,0,1,20,70.0,2,2
2087,110481857.0,428836.0,434631.0,3.0,2011-10-20,17.0,4,1,4,1,0,1,23,60.0,2,2
2088,110483169.0,433705.0,426832.0,2.0,2011-10-20,8.0,4,1,4,1,0,0,45,20.0,2,2
2089,110485191.0,429338.0,434234.0,1.0,2011-10-20,18.0,4,1,4,1,1,0,60,55.0,1,2
2090,110494327.0,425227.0,427225.0,2.0,2011-10-20,22.0,0,3,2,1,0,1,28,60.0,2,2
2091,110494327.0,425227.0,427225.0,2.0,2011-10-20,22.0,0,3,2,1,1,0,23,60.0,2,2
2092,110482751.0,425183.0,437758.0,2.0,2011-10-21,9.0,4,1,4,1,0,0,24,5.0,2,2
2093,110482763.0,431910.0,435744.0,2.0,2011-10-21,6.0,0,1,1,1,0,0,41,35.0,2,2
2094,110483117.0,429691.0,432127.0,2.0,2011-10-21,11.0,3,1,4,1,0,1,29,55.0,2,2
2095,110483117.0,429691.0,432127.0,2.0,2011-10-21,11.0,3,1,4,1,1,0,49,20.0,2,2
2096,110483509.0,429141.0,432043.0,1.0,2011-10-21,13.0,4,1,4,1,1,1,33,20.0,1,2
2097,110483921.0,429784.0,433660.0,1.0,2011-10-21,21.0,4,1,2,1,2,0,44,80.0,2,2
2098,110483921.0,429784.0,433660.0,1.0,2011-10-21,21.0,4,1,2,1,2,0,37,10.0,2,2
2099,110484778.0,436610.0,436214.0,2.0,2011-10-21,18.0,4,1,2,1,0,1,14,85.0,12,1
2100,110485912.0,424053.0,435486.0,2.0,2011-10-21,20.0,0,1,2,1,0,1,18,80.0,2,2
2101,110487510.0,431967.0,430305.0,2.0,2011-10-21,13.0,0,1,4,1,0,0,22,35.0,2,2
2102,110486066.0,420668.0,434353.0,2.0,2011-10-23,13.0,0,1,4,1,0,0,35,25.0,2,2
2103,110486066.0,420668.0,434353.0,2.0,2011-10-23,13.0,0,1,4,1,0,0,22,25.0,2,2
2104,110486515.0,435907.0,435603.0,2.0,2011-10-23,14.0,4,1,4,1,0,1,17,5.0,6,2
2105,110488147.0,428139.0,435847.0,2.0,2011-10-24,14.0,0,1,4,1,0,1,18,95.0,12,2
2106,110489181.0,424455.0,433904.0,1.0,2011-10-25,8.0,0,3,4,5,0,0,47,15.0,2,2
2107,110489328.0,436266.0,434706.0,2.0,2011-10-25,11.0,4,1,4,1,1,0,81,35.0,1,2
2108,110490047.0,424801.0,427536.0,2.0,2011-10-25,16.0,0,1,4,1,0,1,19,65.0,8,2
2109,110490133.0,430841.0,431390.0,2.0,2011-10-25,19.0,4,3,2,5,0,0,19,99.0,2,2
2110,110490133.0,430841.0,431390.0,2.0,2011-10-25,19.0,4,3,2,5,0,0,19,80.0,2,2
2111,110490133.0,430841.0,431390.0,2.0,2011-10-25,19.0,4,3,2,5,1,0,19,5.0,2,2
2112,110490250.0,430223.0,434363.0,1.0,2011-10-25,19.0,0,3,2,5,0,1,44,99.0,2,2
2113,110490298.0,430221.0,433756.0,1.0,2011-10-25,20.0,4,3,2,5,2,1,18,60.0,1,2
2114,110491144.0,435079.0,435124.0,2.0,2011-10-25,20.0,4,3,2,5,0,1,36,5.0,2,2
2115,110490706.0,427263.0,435163.0,2.0,2011-10-26,7.0,4,1,4,1,0,1,46,99.0,8,2
2116,110490815.0,443042.0,447698.0,2.0,2011-10-26,8.0,4,3,4,1,0,1,62,25.0,7,2
2117,110490815.0,443042.0,447698.0,2.0,2011-10-26,8.0,4,3,4,1,0,1,28,15.0,2,2
2118,110491014.0,429922.0,427802.0,2.0,2011-10-26,11.0,4,1,4,1,0,1,55,5.0,2,2
2119,110491688.0,430210.0,432821.0,2.0,2011-10-26,15.0,0,1,4,1,0,1,43,35.0,12,2
2120,110492088.0,427516.0,434567.0,1.0,2011-10-26,22.0,0,3,2,1,2,1,11,55.0,2,2
2121,110492677.0,427295.0,433637.0,2.0,2011-10-27,7.0,0,3,2,5,0,1,46,20.0,2,2
2122,110492821.0,426068.0,436361.0,2.0,2011-10-27,11.0,4,1,4,1,0,1,41,20.0,2,2
2123,110492821.0,426068.0,436361.0,2.0,2011-10-27,11.0,4,1,4,1,1,0,45,99.0,2,2
2124,110492881.0,444828.0,442707.0,1.0,2011-10-27,11.0,4,3,4,1,0,1,52,99.0,2,2
2125,110492905.0,427816.0,435081.0,2.0,2011-10-27,12.0,4,3,4,1,0,1,61,35.0,2,2
2126,110492996.0,427681.0,434725.0,1.0,2011-10-27,10.0,4,1,4,1,2,1,10,25.0,2,2
2127,110493382.0,429928.0,427585.0,2.0,2011-10-27,14.0,4,3,4,5,0,0,29,25.0,2,2
2128,110493471.0,431812.0,428779.0,4.0,2011-10-27,15.0,4,3,4,5,0,0,61,60.0,2,2
2129,110493614.0,427974.0,426034.0,2.0,2011-10-27,17.0,0,3,2,5,1,0,19,35.0,2,2
2130,110493656.0,430088.0,435431.0,2.0,2011-10-27,12.0,4,3,4,1,0,0,24,55.0,2,2
2131,110493656.0,430088.0,435431.0,2.0,2011-10-27,12.0,4,3,4,1,0,1,48,5.0,11,2
2132,110495062.0,427207.0,434744.0,2.0,2011-10-27,16.0,0,3,4,5,0,1,23,65.0,12,1
2133,110504430.0,423947.0,437321.0,2.0,2011-10-27,8.0,0,3,4,5,0,1,26,99.0,12,2
2134,110494081.0,427515.0,436171.0,2.0,2011-10-28,4.0,4,1,1,1,0,0,19,20.0,2,2
2135,110494241.0,431003.0,430595.0,2.0,2011-10-28,7.0,4,3,4,1,1,1,79,65.0,2,2
2136,110494688.0,428505.0,432643.0,2.0,2011-10-28,11.0,0,1,4,1,0,1,42,65.0,10,1
2137,110495136.0,428342.0,429541.0,1.0,2011-10-28,15.0,0,1,4,1,2,0,15,65.0,2,2
2138,110502483.0,430420.0,433728.0,1.0,2011-10-28,17.0,4,3,4,1,2,0,30,95.0,12,1
2139,110507679.0,429629.0,434633.0,1.0,2011-10-28,23.0,0,1,2,1,2,0,24,15.0,2,1
2140,110496058.0,429986.0,430911.0,2.0,2011-10-29,11.0,0,1,4,1,1,0,81,35.0,1,2
2141,110496107.0,432611.0,435865.0,1.0,2011-10-29,10.0,0,3,4,1,1,1,4,99.0,1,2
2142,110496594.0,433392.0,436163.0,1.0,2011-10-29,17.0,4,1,1,1,2,0,12,10.0,2,1
2143,110496626.0,422898.0,432279.0,3.0,2011-10-29,14.0,4,1,4,1,0,1,24,20.0,3,2
2144,110496626.0,422898.0,432279.0,3.0,2011-10-29,14.0,4,1,4,1,0,0,39,5.0,2,2
2145,110496921.0,428505.0,437267.0,3.0,2011-10-29,21.0,4,3,2,5,0,1,31,15.0,7,2
2146,110497156.0,430288.0,433251.0,1.0,2011-10-30,1.0,4,3,2,1,2,0,24,20.0,2,2
2147,110497156.0,430288.0,433251.0,1.0,2011-10-30,1.0,4,3,2,1,2,1,33,25.0,2,2
2148,110498007.0,430087.0,433371.0,1.0,2011-10-30,2.0,4,1,1,1,2,1,22,5.0,2,2
2149,110499039.0,437500.0,433072.0,2.0,2011-10-30,20.0,4,1,2,1,0,1,26,95.0,2,2
2150,110501443.0,430384.0,433428.0,1.0,2011-10-30,5.0,4,3,2,1,2,0,25,5.0,2,2
2151,110501443.0,430384.0,433428.0,1.0,2011-10-30,5.0,4,3,2,1,2,0,26,99.0,2,2
2152,110498676.0,430498.0,432282.0,2.0,2011-10-31,8.0,4,1,4,1,0,1,23,65.0,2,2
2153,110498676.0,430498.0,432282.0,2.0,2011-10-31,8.0,4,1,4,1,0,1,47,70.0,2,2
2154,110499757.0,425171.0,429004.0,1.0,2011-10-31,17.0,0,1,2,1,2,0,12,45.0,2,2
2155,110499920.0,422599.0,433531.0,2.0,2011-10-31,18.0,2,1,2,1,0,1,25,45.0,2,2
2156,110499920.0,422599.0,433531.0,2.0,2011-10-31,18.0,2,1,2,1,0,1,20,70.0,2,2
2157,110499920.0,422599.0,433531.0,2.0,2011-10-31,18.0,2,1,2,1,1,1,20,45.0,2,2
2158,110500845.0,432657.0,433851.0,2.0,2011-10-31,16.0,0,1,4,1,1,1,36,70.0,1,2
2159,110501480.0,435956.0,435468.0,2.0,2011-10-31,17.0,0,1,1,1,0,1,37,15.0,14,2
2160,110500305.0,429798.0,433790.0,2.0,2011-11-01,4.0,4,1,1,1,1,0,23,5.0,2,2
2161,110500305.0,429798.0,433790.0,2.0,2011-11-01,4.0,4,1,1,1,1,1,20,99.0,2,2
2162,110500305.0,429798.0,433790.0,2.0,2011-11-01,4.0,4,1,1,1,1,0,21,60.0,2,2
2163,110500332.0,422914.0,434705.0,1.0,2011-11-01,6.0,2,1,1,1,0,1,49,10.0,2,2
2164,110500764.0,426422.0,430137.0,1.0,2011-11-01,9.0,0,3,4,1,0,1,42,20.0,2,2
2165,110500966.0,427009.0,440124.0,1.0,2011-11-01,11.0,0,1,4,1,1,0,77,70.0,1,2
2166,110500988.0,429448.0,434031.0,2.0,2011-11-01,12.0,1,1,4,1,0,0,58,35.0,2,2
2167,110500988.0,429448.0,434031.0,2.0,2011-11-01,12.0,1,1,4,1,0,1,53,10.0,2,2
2168,110501405.0,425131.0,433875.0,2.0,2011-11-01,14.0,4,1,4,1,0,0,52,5.0,2,2
2169,110501405.0,425131.0,433875.0,2.0,2011-11-01,14.0,4,1,4,1,1,0,30,20.0,2,2
2170,110501728.0,426753.0,427783.0,4.0,2011-11-01,17.0,4,1,2,1,0,0,17,35.0,6,1
2171,110502730.0,428265.0,429601.0,2.0,2011-11-02,12.0,0,1,4,1,0,0,72,60.0,2,2
2172,110503527.0,435196.0,431197.0,2.0,2011-11-02,17.0,4,1,2,1,0,1,35,85.0,2,2
2173,110503527.0,435196.0,431197.0,2.0,2011-11-02,17.0,4,1,2,1,0,0,34,85.0,2,2
2174,110503543.0,431719.0,434559.0,2.0,2011-11-02,19.0,4,1,2,1,0,0,30,55.0,2,2
2175,110503543.0,431719.0,434559.0,2.0,2011-11-02,19.0,4,1,2,1,0,1,36,35.0,2,2
2176,110503771.0,424795.0,441582.0,1.0,2011-11-02,21.0,4,3,0,5,0,0,22,35.0,2,2
2177,110503771.0,424795.0,441582.0,1.0,2011-11-02,21.0,4,3,0,5,1,1,19,5.0,2,2
2178,110503799.0,439406.0,439310.0,1.0,2011-11-02,23.0,0,3,0,1,0,0,19,20.0,2,2
2179,110505494.0,428062.0,435959.0,2.0,2011-11-03,21.0,0,3,2,1,0,0,22,85.0,12,2
2180,110505574.0,429963.0,430868.0,2.0,2011-11-03,20.0,0,3,2,1,0,0,38,25.0,2,2
2181,110505574.0,429963.0,430868.0,2.0,2011-11-03,20.0,0,3,2,1,0,1,24,15.0,2,2
2182,110505720.0,431436.0,431611.0,2.0,2011-11-03,23.0,0,1,2,1,1,1,35,55.0,2,2
2183,110505720.0,431436.0,431611.0,2.0,2011-11-03,23.0,0,1,2,1,1,1,26,85.0,2,2
2184,110505720.0,431436.0,431611.0,2.0,2011-11-03,23.0,0,1,2,1,1,1,48,65.0,2,2
2185,110505720.0,431436.0,431611.0,2.0,2011-11-03,23.0,0,1,2,1,0,1,30,80.0,2,2
2186,110505720.0,431436.0,431611.0,2.0,2011-11-03,23.0,0,1,2,1,1,1,29,10.0,2,2
2187,110505720.0,431436.0,431611.0,2.0,2011-11-03,23.0,0,1,2,1,1,1,20,25.0,2,2
2188,110506078.0,429745.0,430554.0,2.0,2011-11-03,22.0,0,3,2,1,0,1,28,70.0,2,2
2189,110506384.0,440437.0,448146.0,1.0,2011-11-04,10.0,2,1,4,1,2,0,65,80.0,2,2
2190,110506804.0,431189.0,440804.0,2.0,2011-11-04,14.0,0,1,4,1,0,1,40,60.0,2,2
2191,110507117.0,430799.0,433270.0,2.0,2011-11-04,16.0,0,3,2,5,0,1,24,55.0,2,2
2192,110507286.0,431968.0,435824.0,2.0,2011-11-04,19.0,0,3,2,5,1,0,26,20.0,2,2
2193,110507286.0,431968.0,435824.0,2.0,2011-11-04,19.0,0,3,2,5,0,0,39,85.0,2,2
2194,110507286.0,431968.0,435824.0,2.0,2011-11-04,19.0,0,3,2,5,1,0,17,60.0,2,2
2195,110508197.0,429957.0,433184.0,2.0,2011-11-04,19.0,4,3,2,5,0,1,24,25.0,2,2
2196,110517863.0,430755.0,433169.0,2.0,2011-11-04,16.0,0,3,2,1,0,1,41,20.0,12,1
2197,110508600.0,428584.0,431547.0,2.0,2011-11-05,12.0,0,1,4,1,0,0,34,60.0,2,2
2198,110508648.0,430643.0,438183.0,2.0,2011-11-05,16.0,4,1,4,1,0,0,40,20.0,2,2
2199,110510576.0,426301.0,438099.0,2.0,2011-11-05,13.0,0,1,4,1,0,0,23,65.0,2,2
2200,110510844.0,421444.0,432754.0,1.0,2011-11-05,12.0,4,1,4,1,2,1,11,65.0,2,1
2201,110521199.0,431071.0,435595.0,2.0,2011-11-05,23.0,4,1,1,1,1,1,37,45.0,3,2
2202,110510184.0,425488.0,432856.0,2.0,2011-11-06,17.0,0,1,1,1,0,1,60,15.0,2,2
2203,110510184.0,425488.0,432856.0,2.0,2011-11-06,17.0,0,1,1,1,0,0,57,99.0,2,2
2204,110510184.0,425488.0,432856.0,2.0,2011-11-06,17.0,0,1,1,1,1,0,57,35.0,2,2
2205,110510799.0,426057.0,436615.0,2.0,2011-11-06,11.0,4,1,4,1,0,1,35,60.0,12,2
2206,110510863.0,425351.0,437905.0,4.0,2011-11-06,13.0,0,1,4,1,0,0,60,80.0,2,2
2207,110510863.0,425351.0,437905.0,4.0,2011-11-06,13.0,0,1,4,1,0,0,33,60.0,2,2
2208,110510863.0,425351.0,437905.0,4.0,2011-11-06,13.0,0,1,4,1,0,1,39,85.0,2,2
2209,110510863.0,425351.0,437905.0,4.0,2011-11-06,13.0,0,1,4,1,1,0,1,85.0,2,2
2210,110511225.0,429950.0,433090.0,2.0,2011-11-07,12.0,4,1,4,1,0,1,36,20.0,12,2
2211,110511255.0,430375.0,433422.0,1.0,2011-11-07,11.0,4,1,4,1,1,0,73,10.0,1,2
2212,110511700.0,429921.0,434316.0,1.0,2011-11-07,16.0,0,3,2,1,2,0,19,80.0,2,1
2213,110512004.0,420000.0,434140.0,2.0,2011-11-07,16.0,0,3,2,5,0,0,23,65.0,2,2
2214,110512469.0,430793.0,425573.0,1.0,2011-11-07,17.0,4,1,1,1,1,1,85,20.0,1,2
2215,110513048.0,420537.0,440209.0,2.0,2011-11-08,6.0,0,3,4,5,0,1,41,35.0,10,2
2216,110514856.0,438017.0,425850.0,2.0,2011-11-08,17.0,2,3,2,1,0,0,43,15.0,2,2
2217,110514856.0,438017.0,425850.0,2.0,2011-11-08,17.0,2,3,2,1,1,1,24,5.0,2,2
2218,110514856.0,438017.0,425850.0,2.0,2011-11-08,17.0,2,3,2,1,1,0,22,80.0,2,2
2219,110514941.0,431847.0,434168.0,2.0,2011-11-08,17.0,4,1,1,1,1,0,24,45.0,2,2
2220,110514341.0,429121.0,434750.0,1.0,2011-11-09,12.0,4,1,4,1,1,0,71,55.0,1,2
2221,110514597.0,428572.0,427804.0,2.0,2011-11-09,9.0,2,3,4,1,0,0,29,35.0,2,2
2222,110514597.0,428572.0,427804.0,2.0,2011-11-09,9.0,2,3,4,1,0,1,39,95.0,3,2
2223,110515166.0,432493.0,434068.0,1.0,2011-11-09,19.0,4,3,2,5,2,1,9,15.0,2,2
2224,110515976.0,425857.0,429113.0,1.0,2011-11-09,19.0,3,3,2,1,1,0,29,10.0,2,2
2225,110516075.0,422025.0,434357.0,4.0,2011-11-09,14.0,2,1,4,1,0,0,67,70.0,2,1
2226,110516075.0,422025.0,434357.0,4.0,2011-11-09,14.0,2,1,4,1,0,1,26,95.0,14,2
2227,110516249.0,437220.0,435415.0,1.0,2011-11-10,8.0,4,1,4,1,2,0,13,15.0,2,2
2228,110516496.0,426836.0,438011.0,2.0,2011-11-10,13.0,0,1,4,1,0,0,37,25.0,2,2
2229,110516739.0,430896.0,433157.0,2.0,2011-11-10,14.0,0,1,4,1,0,1,17,85.0,12,2
2230,110516815.0,430738.0,439280.0,1.0,2011-11-10,15.0,0,1,4,1,2,0,6,20.0,2,1
2231,110516832.0,431417.0,434082.0,2.0,2011-11-10,16.0,4,1,2,1,0,1,32,85.0,12,1
2232,110516955.0,433859.0,427572.0,2.0,2011-11-10,17.0,4,1,2,1,0,1,24,70.0,2,2
2233,110518451.0,433590.0,435615.0,2.0,2011-11-10,9.0,4,1,4,1,0,1,19,95.0,2,2
2234,110518451.0,433590.0,435615.0,2.0,2011-11-10,9.0,4,1,4,1,1,0,41,55.0,2,2
2235,110518451.0,433590.0,435615.0,2.0,2011-11-10,9.0,4,1,4,1,1,1,21,85.0,2,2
2236,110517723.0,428501.0,430742.0,1.0,2011-11-11,2.0,4,1,1,1,2,1,6,80.0,2,1
2237,110517884.0,427452.0,436236.0,2.0,2011-11-11,8.0,4,1,4,1,0,0,39,85.0,10,2
2238,110517909.0,432758.0,426023.0,2.0,2011-11-11,7.0,3,3,4,1,0,1,24,70.0,2,2
2239,110518538.0,433594.0,433419.0,1.0,2011-11-11,15.0,4,3,4,5,2,0,11,20.0,2,2
2240,110518652.0,431815.0,429363.0,1.0,2011-11-11,18.0,4,3,2,5,2,1,10,85.0,2,2
2241,110518738.0,429215.0,433493.0,2.0,2011-11-11,17.0,4,3,2,5,1,0,45,35.0,1,2
2242,110518842.0,421892.0,436563.0,2.0,2011-11-11,17.0,0,3,2,5,0,1,24,25.0,12,2
2243,110519104.0,431751.0,434602.0,2.0,2011-11-11,22.0,4,3,2,5,0,1,23,10.0,2,2
2244,110519607.0,444456.0,432811.0,1.0,2011-11-11,19.0,4,1,2,1,0,1,22,5.0,2,2
2245,110519647.0,430211.0,433391.0,2.0,2011-11-12,11.0,4,1,4,1,1,0,65,80.0,1,2
2246,110519666.0,429107.0,433560.0,3.0,2011-11-12,10.0,0,3,4,1,0,1,49,70.0,14,2
2247,110519666.0,429107.0,433560.0,3.0,2011-11-12,10.0,0,3,4,1,0,0,30,55.0,2,2
2248,110520426.0,428097.0,434514.0,2.0,2011-11-12,22.0,4,1,2,1,0,0,32,70.0,2,2
2249,110520426.0,428097.0,434514.0,2.0,2011-11-12,22.0,4,1,2,1,1,1,34,10.0,2,2
2250,110520920.0,424275.0,428344.0,2.0,2011-11-13,9.0,0,1,4,1,1,0,53,10.0,10,2
2251,110521284.0,426335.0,428160.0,2.0,2011-11-13,3.0,2,3,2,2,0,1,22,15.0,2,2
2252,110522446.0,429336.0,433483.0,1.0,2011-11-14,10.0,4,1,4,1,1,1,63,65.0,1,2
2253,110522639.0,421829.0,434353.0,1.0,2011-11-14,13.0,2,1,4,1,2,0,76,95.0,2,1
2254,110522785.0,431734.0,434575.0,1.0,2011-11-14,13.0,4,1,4,1,1,0,72,10.0,1,2
2255,110522908.0,428494.0,435460.0,2.0,2011-11-14,13.0,4,1,4,1,0,1,24,70.0,2,2
2256,110523712.0,432194.0,444975.0,2.0,2011-11-14,19.0,0,3,2,1,0,0,19,45.0,2,2
2257,110524571.0,431031.0,437848.0,2.0,2011-11-14,7.0,4,1,4,1,1,1,37,70.0,2,2
2258,110524092.0,430633.0,432994.0,2.0,2011-11-15,12.0,0,1,4,1,0,1,50,99.0,1,2
2259,110524526.0,431473.0,432438.0,2.0,2011-11-15,13.0,0,1,4,1,0,1,24,20.0,3,2
2260,110524919.0,425733.0,431487.0,2.0,2011-11-15,18.0,4,1,2,1,0,1,20,5.0,2,2
2261,110524919.0,425733.0,431487.0,2.0,2011-11-15,18.0,4,1,2,1,1,0,17,65.0,2,2
2262,110524919.0,425733.0,431487.0,2.0,2011-11-15,18.0,4,1,2,1,1,0,16,99.0,2,2
